timestamp,left_motor_1_target,left_motor_1_actual,left_motor_2_target,left_motor_2_actual
9.401,-0.04505027085542679,-0.1549999713897705,-0.04505027085542679,-0.13000011444091797
9.401,-0.11401122063398361,-0.25,-0.11401122063398361,-0.19000005722045898
9.402,-0.1808103770017624,-0.3599998950958252,-0.1808103770017624,-0.24500012397766113
9.402,-0.24544575810432434,-0.4200000762939453,-0.24544575810432434,-0.28999996185302734
9.403,-0.30791935324668884,-0.4200000762939453,-0.30791935324668884,-0.3399999141693115
9.403,-0.3682291805744171,-0.4249999523162842,-0.3682291805744171,-0.4249999523162842
9.404,-0.4263741970062256,-0.4249999523162842,-0.4263741970062256,-0.4700000286102295
9.404,-0.4823574423789978,-0.434999942779541,-0.4823574423789978,-0.5199999809265137
9.405,-0.5361778736114502,-0.4649999141693115,-0.5361778736114502,-0.5550000667572021
9.405,-0.5878345370292664,-0.505000114440918,-0.5878345370292664,-0.5999999046325684
9.406,-0.6373284459114075,-0.5550000667572021,-0.6373284459114075,-0.6549999713897705
9.406,-0.6846585273742676,-0.6500000953674316,-0.6846585273742676,-0.7200000286102295
9.407,-0.7298268675804138,-0.7799999713897705,-0.7298268675804138,-0.75
9.407,-0.7728323936462402,-0.8399999141693115,-0.7728323936462402,-0.7799999713897705
9.408,-0.8136741518974304,-0.8849999904632568,-0.8136741518974304,-0.7950000762939453
9.408,-0.8523520827293396,-0.9049999713897705,-0.8523520827293396,-0.809999942779541
9.409,-0.8888672590255737,-0.9049999713897705,-0.8888672590255737,-0.8399999141693115
9.409,-0.9232196807861328,-0.9100000858306885,-0.9232196807861328,-0.875
9.41,-0.9554072618484497,-0.9300000667572021,-0.9554072618484497,-0.9149999618530273
9.41,-0.9854351282119751,-0.9549999237060547,-0.9854351282119751,-0.9849998950958252
9.411,-1.013297200202942,-1.0150001049041748,-1.013297200202942,-1.0750000476837158
9.412,-1.0389974117279053,-1.0549999475479126,-1.0389974117279053,-1.1100000143051147
9.412,-1.0625338554382324,-1.0850000381469727,-1.0625338554382324,-1.1299999952316284
9.413,-1.0839065313339233,-1.1200000047683716,-1.0839065313339233,-1.1349999904632568
9.413,-1.1031174659729004,-1.1449999809265137,-1.1031174659729004,-1.149999976158142
9.414,-1.1201645135879517,-1.1649999618530273,-1.1201645135879517,-1.1649999618530273
9.414,-1.1350488662719727,-1.1749999523162842,-1.1350488662719727,-1.1649999618530273
9.415,-1.1477694511413574,-1.1799999475479126,-1.1477694511413574,-1.1749999523162842
9.415,-1.1583272218704224,-1.184999942779541,-1.1583272218704224,-1.1799999475479126
9.416,-1.1667221784591675,-1.184999942779541,-1.1667221784591675,-1.1799999475479126
9.416,-1.1729543209075928,-1.1899999380111694,-1.1729543209075928,-1.184999942779541
9.417,-1.1770228147506714,-1.1950000524520874,-1.1770228147506714,-1.184999942779541
9.417,-1.1789283752441406,-1.2000000476837158,-1.1789283752441406,-1.1899999380111694
9.418,-1.1786715984344482,-1.2100000381469727,-1.1786715984344482,-1.2000000476837158
9.418,-1.1762510538101196,-1.2200000286102295,-1.1762510538101196,-1.2000000476837158
9.419,-1.171667218208313,-1.2200000286102295,-1.171667218208313,-1.2000000476837158
9.419,-1.164920449256897,-1.215000033378601,-1.164920449256897,-1.2000000476837158
9.42,-1.1560105085372925,-1.2050000429153442,-1.1560105085372925,-1.2000000476837158
9.42,-1.144937515258789,-1.1950000524520874,-1.144937515258789,-1.2050000429153442
9.421,-1.1317013502120972,-1.184999942779541,-1.1317013502120972,-1.2050000429153442
9.422,-1.1163021326065063,-1.184999942779541,-1.1163021326065063,-1.2000000476837158
9.422,-1.098739743232727,-1.1749999523162842,-1.098739743232727,-1.184999942779541
9.423,-1.0790143013000488,-1.1649999618530273,-1.0790143013000488,-1.1649999618530273
9.423,-1.0571256875991821,-1.159999966621399,-1.0571256875991821,-1.1399999856948853
9.424,-1.0330740213394165,-1.1399999856948853,-1.0330740213394165,-1.1100000143051147
9.424,-1.006859302520752,-1.125,-1.006859302520752,-1.0850000381469727
9.425,-0.9784814119338989,-1.100000023841858,-0.9784814119338989,-1.0549999475479126
9.425,-0.9479404091835022,-1.059999942779541,-0.9479404091835022,-1.0150001049041748
9.426,-0.9152362942695618,-1.0,-0.9152362942695618,-0.9749999046325684
